URL,完了,コメント,曜日,AMPM,日付
https://usergroups.tableau.com/events/details/tableau-basel-tableau-user-group-presents-summer-session-data-visualizations-normal-vs-wow-effect/,1,"Summer Session - Data Visualizations: Normal vs. Wow-effect JUN 13, 2024 - IN-PERSON EVENT - BASEL, CH",0,0,2024-06-14
https://usergroups.tableau.com/events/details/tableau-austin-tableau-user-group-presents-austin-tug-june-2024-from-entrant-to-finalist-lessons-from-my-iron-viz-journey/,1,"Austin TUG June 2024 | From Entrant to Finalist: Lessons from my Iron Viz Journey JUN 13, 2024 - VIRTUAL EVENT - AUSTIN, US",0,0,2024-06-14
https://usergroups.tableau.com/events/details/tableau-jaipur-tableau-user-group-presents-jaipur-tug-q2-2024-first-meet-up-tableau-conference-2024-highlight-with-networking/,1,"Jaipur TUG Q2-2024: First Meet-Up Tableau Conference 2024 Highlight With Networking JUN 15, 2024 - IN-PERSON EVENT - JAIPUR, IN",0,0,2024-06-14
https://usergroups.tableau.com/events/details/tableau-london-tableau-user-group-presents-london-tug-june-2024/,1,"London TUG - June 2024 JUN 17, 2024 - IN-PERSON EVENT - LONDON, GB",0,0,2024-06-14
https://usergroups.tableau.com/events/details/tableau-charlotte-tableau-user-group-presents-june-2024-charlotte-tableau-user-group-feat-matthew-campbell/,1,"June 2024 - Charlotte Tableau User Group feat. Matthew Campbell JUN 17, 2024 - HYBRID - CHARLOTTE, US",0,0,2024-06-14
